content,label,start
chúc c luôn đắt hàng,positive,5
quần cực kì đẹp,positive,5
cung tam dc,neutral,3
vải nhưng hơi nhỏ ko hài lòng việc đã nhắn ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện thiếu lưu ý việc tê nhị,neutral,3
phơi nắng r mà ko thấy sáng,negative,1
mình thấy rất êm chân,positive,5
thái độ phục vụ,positive,5
mình mặc vào nhìn như cái váy chống nắng ý,negative,2
nói chung thất vọng về sp,negative,2
màu hơi tối hơn so với ảnh sản phẩm,negative,2
sp chất lượng ngon giá rẻ hơn các chỗ khác,positive,4
quần cũng đẹp,positive,4
chất lượng sản phẩm tuyệt vời rất pin ổn nên mua nha mọi người 5sao,positive,5
vải mỏng và hơi ngắn thời gian giao hàng tạm được,negative,2
về giặt túi là vứt luôn,negative,1
hàg y hình,positive,5
đặt3 giao 1 làm ăn vậy lun,negative,1
dây yếm hơi dài và có chỗ bị sứt chỉ,negative,1
hàng đẹp gía rẻ sẽ tiếp tục ủng hộ,positive,5
vừa với giá tiền,positive,5
chứ vậy sẽ mất uy tín lắm,negative,2
vải hơi mỏng nhưng mùa hè mặc mát màu k giống hình lắm nhưng cũng đẹp,neutral,3
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn,positive,5
quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,negative,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt,positive,5
hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra,positive,5
hàng bỏ đi chưa mặc đã thủng,negative,1
vải dom áo ko giống trong hjnh giả tạo xấu xí,negative,1
giày đẹp trog tầm giá,positive,4
quá đẹp so với giá chị chủ dễ thương tặng chị cái ảnh,positive,5
hàng y mẫu,positive,5
mua size s giao size l mác thì size s mác ở quần thì size l bán hàng thế này là cố tình nhầm size mọi người xem sét trước khi mua này nhé,negative,2
giao lâu áo phù hợp với giá,positive,4
so với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp,positive,4
chất lượng sản phẩm tuyệt vời dễ thương phục vụ tốt,positive,5
nên xem lại cách đo size cho khách,neutral,3
phục vụ tạm được,neutral,3
áo dày và hịn lắm ạ chị chủ lại còn tư vấn nhiệt tình nữa,positive,5
áo ko đẹp giống hình lại bị nhỏ mặc không vừa,negative,1
chân váy đẹp chất vải tốt chưa biết có ra màu không mua hàng ở nhiều lần đều ưng ý hàng có hư hỏng gì cũng hỗ trợ hết mình thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng,positive,5
chất liệu tạm hơi nhỏ,neutral,3
đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt,positive,5
đẹp lắm bạn nào ko tin tớ cho xem ảnh là ng tiêu dùng mua đồ hãy xem đánh giá trước,positive,5
màu sắc k như hình,negative,2
sẽ ủng hộ liên tục,positive,5
đường chỉ may không chắc,negative,1
hàng đẹp đúng y mẫu tks nhìu,positive,5
sẽ tiếp tục ủng hộ dài dài,positive,5
cách phục vụ rất nhiệt tình,positive,4
chất lượng kém,negative,1
sp chất lượng hàng như hình soạn hàng nhanh gói hàng cẩn thận,positive,5
nói chung là đc à,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phụ vụ rat chu đáo cảm ơn món quà nhỏ của,positive,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền,positive,5
sp giống hình thời gian giao khá lâu nội thành hn mất 4 5 hôm,neutral,3
hơi buồn cái này thôi còn lại thì 4 sao cho sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi,positive,4
chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn,neutral,3
phân loại hàng hơi rắc rối mình k mua được cái muốn mua,negative,1
vải trước đẹp hơn,positive,4
mọi người nhớ mua nhiều ở hơn nhé,positive,4
đáng đồng tiền,positive,5
rộng phải tạ mới mặc vừa,neutral,3
tiền nào của nấy,neutral,3
chất lượng sản phẩm tốt thời gian giao hàng rất nhanh,positive,5
rất hài lòng về quần lót bầu,positive,4
mặc lên dính sát vào người chứ không đứng áo như trong hình,negative,2
áo đẹp dã man luôn tư vấn nhiệt tình,positive,4
giao hàng nhanh quần đẹp đáng so với tiền bỏ ra nhiệt tình yêu,positive,5
làm bánh cho kh mà làm sai loại bánh vô làm lại thì bánh cháy,negative,1
thời gian giao hàng nhanh sp k đc như ý,positive,4
mình không bàn về chất lượng vải,neutral,3
giao thiếu ví này và mấy món khác cũng sai màu hơi nhiều,negative,2
hàng quá đẹp so với giá thành,positive,5
hàng y hình,positive,4
lạp xưởng ngon nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán giá đẹp,positive,5
giầy cũng khá đẹp,positive,5
hàng y ảnh nha,positive,5
thời gian giao hàng rất chậm,negative,1
so với giá thì vầy là ổn quá rồi 3,positive,5
chất lượng kém vải cứng k mềm đường may ẩu dáng bị hẫng,negative,2
vải mặc mát,positive,5
mặc rất thoải mái,positive,4
áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra,negative,1
chất vải đẹp,positive,5
tiền nào của nấy tất mới mua nhg bị rạn nhỏ,negative,1
good value for money,positive,5
ngày nay chả flash gì cũng 33k chai,neutral,3
cug tam dc vai cug kg dep lam,neutral,3
chúc đắt hàng,positive,5
né này ra nếu ko mún bực bội,negative,1
k giống ảnh lắm,negative,1
quần chất mềm khá rẻ và,positive,5
thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền,positive,5
màu tím vỏ ngoài mo hết chu,neutral,3
mặc rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền,positive,5
ao dep nhung form nho so voi bang kich thuoc nen mac ko vua,neutral,3
áo thun chất vải mỏng mát ko mỏng lắm đâu nha lắm,positive,5
minhk đã nhận được hàng,positive,4
đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt thời gian giao hàng rất nhanh,positive,5
nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù nhiệt tình nên xí xóa,positive,4
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được thời gian giao hàng tạm được giá cả chấp nhận được,neutral,3
mua về giặt cho hết mùi vải rồi lem tùm luôn,negative,2
sản phẩm phù hợp với giá tiền,positive,5
chúc buôn bán thuận lợi và thành công,positive,5
chị chjr còn tặng cho dây buộc tóc nữa ngàn sao cho,positive,5
vải hơi mỏng y hình đóng gói sản phẩm chắc chắn phù hợp giá tiền giao hang nhanh,positive,4
dáng áo đẹp hợp với giá tiền,positive,4
chất vải mỏng lét thun co giãn,negative,2
giống 95 ảnh êm đẹp ưng,positive,4
chất lượng sản phẩm tốt giá cả chấp nhận được thời gian giao hàng nhanh,positive,5
áo đẹp y hình luôn ạ,positive,5
áo đẹp lắm nha mọi ng 3 cứ yên tâm mua đi ạ,positive,5
dép mang rất êm chân,positive,5
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn phục vụ rất tốt,positive,5
son lên màu đẹp,positive,5
chất liệu đẹp,positive,4
áo k giống hình lắm,negative,1
sẽ mua lại,positive,5
giao màu đen,neutral,3
áo rộng xíu thì hơn,positive,4
lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng,positive,5
hang nhin vay thoi chu luc giao hang thi ko dung voi mo ta,negative,1
đẹp giao nhanh rẻ 10đ,positive,5
áo giống y hình rất vừa,positive,5
sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn,negative,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,positive,5
mua tận 6 cái cho bọn bạn mà chúng nó ưng lắm nói chung là tuyệt vời,positive,5
mua bỉm của lần 2 và lần nào cũng ưng sẽ ủng hộ dài luôn,positive,5
chất lượng sản phẩm tạm được giá cả chấp nhận được bột không dc min lam uống bi sạm,neutral,3
không đáng tiền,negative,1
mọi người yên tâm mua đồ ở nhé thời gian giao hàng cũng nhanh nữa,positive,4
k đc full bóx chất lượng sản phẩm tốt thời gian giao hàng nhanh đóng gói sản phầm còn móp méo,negative,2
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,positive,5
hàng củng tạm đc giao hang cung nhanh nhung cước phí thì hoi mắt,negative,2
chúc luôn đắt hàng nhé,positive,4
áo đặt nơi giao hàng ngã thất vọng về quá huy vọng lần sau rút kinh nghiệm cho khách hàng khác kiểm tra thông tin trc khi gửi hàng,negative,2
nhưng m đã ghi là chọn hồng chứ kp hồng đậm mà lại gửi hồng đậm cho m,negative,1
xong giao màu khác ko muốn phiền nên ko muốn đổi,negative,1
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh,positive,4
áo k giống hình tay ngắn bán hàng k rep chất lượng sản phẩm rất kém,negative,1
chất lượng sản phẩm tuyệt vời,positive,5
chất lượng sản phẩm giống mô tả,positive,4
chất ổn so với giá,neutral,3
vải áo rất mềm mại,positive,5
máy uốn rất nhanh duỗi nếp tóc,negative,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,positive,5
vải đẹp lắm,positive,5
tư vấn size quá rộng ống quần thùng thình mặc không được,negative,2
mình lấy 2 tất màu trắng và 2 đen sao giao cho mình 4 tất màu đen vậy,neutral,3
hơi to xíu nhưng e thích,positive,5
công nhận là rất đẹp ạ 260k e mua đc 2 cái áo cho ông ck e,positive,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ko ngờ áo đẹp như zi vải thì ô sờ kê,positive,5
chỉ riêng đợt này rất bất mãn đồ không giống hình lắm mua màu đỏ lại giao màu đen,negative,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh quá tuyệt,positive,5
áo đẹp nhưng màu đỏ đô thì không chuẩn,neutral,3
bạn dễ thương giao hàng nhanh quần vải mềm co giãn nhiều mình mua xanh đậm cảm giác màu ko giống hình mẫu lắm,neutral,3
vải đẹp mỏng nhưng k lộ,positive,4
chất lượng sản phẩm tuyệt vời phục vụ rất tốt,positive,5
sp quá tệ,negative,1
rất hợp ý 2 vợ chồng m rất thích giày đi êm nhẹ chân lắm,positive,5
chất lượng sản phẩm tuyệt vời phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,positive,5
ổn lắm ạ,positive,4
gói hàng chắc chắn và giao nhanh,positive,4
giao sai size đặt cùng size mà giao cái lớn cái nhỏ xíu,negative,1
áo dứi 53kg,neutral,3
5 có 10 mình cho luôn ý,positive,5
chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền,positive,5
mỗi tội đóng gói k đc đẹp cho lắm nhưng vẫn cho 5 sao,positive,5
chua xem hàng cơ mà giao hàng nhanh quá,positive,5
hàng mặc lên đẹp lắm sẽ ủng hộ tiếp,positive,5
để nguyên cái dây dài cả kilomet hàng thì nhìn đẹp nhưng không biết dùng được bền không nói chung bán hàng thì nên care khách chút,negative,2
chi co mot dau cap sac thoi,negative,2
coi phim vẫn rất hời lun á,negative,2
rất ưng váy,positive,5
size áo ngắn quá k dài như ảnh còn chưa tới đầu gối nữa,negative,2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn phục vụ rất tốt phục vụ rất tốt,positive,5
chuẩn ảnh rất,positive,5
bìa cực đẹp,positive,5
thấy da mặt khô hon bớt dầu da minh thuộc da nhạy cảm nhung dùng rat k bị mẩn ngứa,positive,4
mk đặt 30 cái mà không mẫu nào giống nhau,positive,5
hàng giao nhanh tốt,positive,4
áo y hình luôn nhé rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,positive,5
vải thun mềm co giãn tốt,positive,4
chất vải rất đẹp,positive,5
phục vụ khá tốt tuy nhiên cần che tên mặt hàng đi nha gặp shipper nam ngại chết đc đáng đồng tiền,neutral,3
áo mặc không vừa,negative,2
như mấy áo bt,neutral,3
chất vải hơn mong đợi,positive,5
áo đẹp vải áo mịn và mát hình cò thì hơi vàng,positive,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,positive,5
áo hơi bó nhưng nhìn chung là ổn,positive,4
